Using gpu device 0: Tesla K40c (CNMeM is enabled with initial size: 95.0% of memory, cuDNN 5103)
/home/npellejero/.local/lib/python2.7/site-packages/lasagne/layers/helper.py:212: UserWarning: get_output() was called with unused kwargs:
	init
  % "\n\t".join(suggestions))
Namespace(batch_size=50, count=7, seed=1, seed_data=1, unlabeled_weight=1.0)
shape data unlab
(100000, 4096)
numero de batches de train: (lab)
21
tamanio batch train: (lab)
50
numero de batches de train: (unlab)
2000
tamanio batch train: (unlab)
50
tamanio batch test
50
numero de batches de test: (lab)
5
shape labeled data train
(1072, 4096)
shape labeled data test
(250, 4096)
Iteration 0, time = 28s, loss_lab = 5.4030, loss_unl = 0.1913, train err = 0.8419, test err = 0.8200
Iteration 101, time = 28s, loss_lab = 1.0253, loss_unl = 0.0017, train err = 0.3981, test err = 0.7680
Iteration 102, time = 28s, loss_lab = 0.9482, loss_unl = 0.0020, train err = 0.3552, test err = 0.7680
Iteration 103, time = 27s, loss_lab = 1.0314, loss_unl = 0.0024, train err = 0.3981, test err = 0.7640
Iteration 104, time = 28s, loss_lab = 1.0217, loss_unl = 0.0024, train err = 0.3752, test err = 0.7600
Iteration 105, time = 28s, loss_lab = 0.9608, loss_unl = 0.0020, train err = 0.3657, test err = 0.7560
Iteration 106, time = 28s, loss_lab = 1.0009, loss_unl = 0.0023, train err = 0.3762, test err = 0.7560
Iteration 107, time = 28s, loss_lab = 0.9207, loss_unl = 0.0019, train err = 0.3514, test err = 0.7560
Iteration 108, time = 28s, loss_lab = 0.9728, loss_unl = 0.0027, train err = 0.3790, test err = 0.7520
Iteration 109, time = 28s, loss_lab = 0.9738, loss_unl = 0.0020, train err = 0.3781, test err = 0.7520
Iteration 110, time = 28s, loss_lab = 1.0366, loss_unl = 0.0019, train err = 0.3867, test err = 0.7600
Iteration 111, time = 28s, loss_lab = 0.8540, loss_unl = 0.0025, train err = 0.3105, test err = 0.7600
Iteration 112, time = 28s, loss_lab = 1.0262, loss_unl = 0.0021, train err = 0.3838, test err = 0.7600
Iteration 113, time = 28s, loss_lab = 0.8465, loss_unl = 0.0017, train err = 0.3267, test err = 0.7600
Iteration 114, time = 28s, loss_lab = 0.9886, loss_unl = 0.0018, train err = 0.3724, test err = 0.7640
Iteration 115, time = 28s, loss_lab = 0.8610, loss_unl = 0.0018, train err = 0.3343, test err = 0.7640
Iteration 116, time = 28s, loss_lab = 0.9654, loss_unl = 0.0018, train err = 0.3695, test err = 0.7560
Iteration 117, time = 28s, loss_lab = 1.0782, loss_unl = 0.0025, train err = 0.3895, test err = 0.7640
Iteration 118, time = 28s, loss_lab = 1.0243, loss_unl = 0.0023, train err = 0.3829, test err = 0.7680
Iteration 119, time = 28s, loss_lab = 1.0858, loss_unl = 0.0034, train err = 0.4229, test err = 0.7640
Iteration 120, time = 28s, loss_lab = 0.7683, loss_unl = 0.0019, train err = 0.2943, test err = 0.7640
Iteration 121, time = 28s, loss_lab = 0.8294, loss_unl = 0.0016, train err = 0.3267, test err = 0.7680
Iteration 122, time = 28s, loss_lab = 0.8076, loss_unl = 0.0017, train err = 0.3229, test err = 0.7640
Iteration 123, time = 28s, loss_lab = 0.7938, loss_unl = 0.0018, train err = 0.3095, test err = 0.7640
Iteration 124, time = 28s, loss_lab = 0.7695, loss_unl = 0.0021, train err = 0.2943, test err = 0.7600
Iteration 125, time = 28s, loss_lab = 0.9705, loss_unl = 0.0025, train err = 0.3724, test err = 0.7560
Iteration 126, time = 28s, loss_lab = 0.9150, loss_unl = 0.0022, train err = 0.3400, test err = 0.7560
Iteration 127, time = 28s, loss_lab = 0.7305, loss_unl = 0.0019, train err = 0.2762, test err = 0.7520
Iteration 128, time = 28s, loss_lab = 0.7150, loss_unl = 0.0018, train err = 0.2924, test err = 0.7520
Iteration 129, time = 28s, loss_lab = 0.7196, loss_unl = 0.0014, train err = 0.2667, test err = 0.7520
Iteration 130, time = 28s, loss_lab = 0.7497, loss_unl = 0.0011, train err = 0.2857, test err = 0.7480
Iteration 131, time = 28s, loss_lab = 0.8894, loss_unl = 0.0018, train err = 0.3590, test err = 0.7440
Iteration 132, time = 28s, loss_lab = 0.7319, loss_unl = 0.0013, train err = 0.2876, test err = 0.7480
Iteration 133, time = 28s, loss_lab = 0.7049, loss_unl = 0.0013, train err = 0.2667, test err = 0.7480
Iteration 134, time = 28s, loss_lab = 0.6565, loss_unl = 0.0011, train err = 0.2657, test err = 0.7520
Iteration 135, time = 28s, loss_lab = 0.6777, loss_unl = 0.0010, train err = 0.2771, test err = 0.7520
Iteration 136, time = 28s, loss_lab = 1.4271, loss_unl = 0.0063, train err = 0.5010, test err = 0.7480
Iteration 137, time = 28s, loss_lab = 0.8889, loss_unl = 0.0011, train err = 0.3571, test err = 0.7520
Iteration 138, time = 28s, loss_lab = 0.7790, loss_unl = 0.0015, train err = 0.3162, test err = 0.7520
Iteration 139, time = 28s, loss_lab = 0.6990, loss_unl = 0.0014, train err = 0.2810, test err = 0.7560
Iteration 140, time = 28s, loss_lab = 0.6430, loss_unl = 0.0012, train err = 0.2543, test err = 0.7600
Iteration 141, time = 28s, loss_lab = 0.7497, loss_unl = 0.0012, train err = 0.2962, test err = 0.7600
Iteration 142, time = 28s, loss_lab = 0.6249, loss_unl = 0.0012, train err = 0.2438, test err = 0.7560
Iteration 143, time = 28s, loss_lab = 0.6626, loss_unl = 0.0011, train err = 0.2581, test err = 0.7560
Iteration 144, time = 28s, loss_lab = 0.7909, loss_unl = 0.0013, train err = 0.2905, test err = 0.7520
Iteration 145, time = 28s, loss_lab = 0.5862, loss_unl = 0.0012, train err = 0.2286, test err = 0.7480
Iteration 146, time = 28s, loss_lab = 0.6394, loss_unl = 0.0010, train err = 0.2486, test err = 0.7400
Iteration 147, time = 28s, loss_lab = 0.6207, loss_unl = 0.0010, train err = 0.2562, test err = 0.7360
Iteration 148, time = 28s, loss_lab = 0.6550, loss_unl = 0.0011, train err = 0.2505, test err = 0.7360
Iteration 149, time = 28s, loss_lab = 0.6682, loss_unl = 0.0013, train err = 0.2600, test err = 0.7360
